date,lat,lon,intensity
1980/05/26,37.500,-118.750,3.15
1980/05/26,37.693,-118.747,3.21
1980/05/26,37.422,-118.867,3.02
1980/05/26,37.747,-118.687,3.17
1980/05/26,37.587,-118.788,3.47
1980/05/26,37.565,-119.030,3.13
1980/05/26,37.783,-118.585,3.84
1980/05/26,37.838,-118.517,3.28
1980/05/26,37.527,-118.979,3.42
1980/05/26,37.669,-118.799,3.02
1980/05/26,37.581,-118.799,3.21
1980/05/26,37.607,-118.844,3.56
1980/05/26,37.618,-118.574,3.01
1980/05/27,37.778,-118.606,3.21
1980/05/27,37.786,-118.831,3.23
1980/05/27,37.875,-118.715,3.20
1980/05/27,37.596,-118.816,3.48
1980/05/27,37.803,-118.666,3.05
1980/05/27,37.576,-118.705,3.35
1980/05/27,37.749,-118.465,3.38
1980/05/27,37.584,-118.913,3.50
1980/05/27,37.745,-118.320,3.29
1980/05/27,37.557,-118.881,3.37
1980/05/27,37.672,-118.872,3.51
1980/05/27,37.702,-117.702,3.55
1980/05/27,37.621,-118.875,3.75
1980/05/27,37.584,-118.835,3.47
1980/05/27,37.490,-118.888,3.55
1980/05/27,36.817,-121.870,3.00
1980/05/27,37.953,-118.419,3.23
1980/05/27,37.627,-118.605,3.41
1980/05/27,37.615,-118.944,3.72
1980/05/27,37.549,-118.716,3.09
1980/05/27,37.570,-119.059,3.61
1980/05/27,37.491,-118.906,3.82
1980/05/27,37.616,-118.947,4.03
1980/05/27,37.613,-118.771,3.44
1980/05/27,37.849,-118.459,3.57
1980/05/27,37.750,-118.726,3.26
1980/05/27,37.594,-118.925,4.05
1980/05/27,37.718,-118.719,3.01
1980/05/27,37.734,-118.293,3.59
1980/05/27,37.525,-118.775,3.46
1980/05/27,37.748,-118.699,3.46
1980/05/27,37.707,-118.563,3.28
1980/05/27,37.662,-118.719,3.28
1980/05/27,37.615,-118.641,3.02
1980/05/27,37.758,-118.497,3.51
1980/05/27,37.770,-118.533,3.09
1980/05/27,37.609,-118.896,3.96
1980/05/27,37.646,-118.760,4.03
1980/05/27,37.539,-118.757,3.34
1980/05/27,37.706,-118.703,3.37
1980/05/27,37.624,-118.755,6.31
1980/05/27,37.588,-118.798,3.62
1980/05/27,37.659,-118.840,3.94
1980/05/27,37.557,-118.726,3.51
1980/05/27,37.610,-118.686,3.63
1980/05/27,37.642,-118.758,3.46
1980/05/27,37.575,-118.620,3.29
1980/05/27,37.533,-118.543,3.98
1980/05/27,37.474,-118.686,3.45
1980/05/27,37.555,-118.623,3.05
1980/05/27,37.420,-118.843,3.83
1980/05/27,37.721,-118.652,3.31
1980/05/27,37.774,-117.922,3.55
1980/05/27,37.537,-118.823,3.58
1980/05/27,37.662,-117.774,3.81
1980/05/27,37.495,-118.843,3.68
1980/05/27,38.534,-118.196,3.02
1980/05/27,37.435,-118.963,3.64
1980/05/27,37.701,-118.156,3.47
1980/05/27,37.548,-118.740,3.20
1980/05/27,37.657,-118.686,3.25
1980/05/27,37.611,-118.750,4.17
1980/05/27,37.529,-118.787,3.41
1980/05/27,37.637,-118.632,3.24
1980/05/27,37.057,-116.808,3.10
1980/05/27,37.647,-118.666,3.38
1980/05/27,37.600,-118.629,3.46
1980/05/27,37.694,-118.617,3.65
1980/05/27,37.694,-118.698,3.27
1980/05/27,37.828,-118.581,3.26
1980/05/27,37.508,-118.681,3.23
1980/05/27,37.514,-118.852,3.92
1980/05/27,37.821,-118.758,4.90
1980/05/27,37.623,-118.729,3.04
1980/05/27,37.654,-118.660,3.19
1980/05/27,37.762,-118.717,3.25
1980/05/27,37.748,-118.501,3.56
1980/05/27,37.770,-118.578,3.29
1980/05/27,37.795,-118.578,3.30
1980/05/27,37.521,-118.953,3.60
1980/05/27,37.703,-118.727,3.11
1980/05/27,37.616,-118.636,3.14
1980/05/27,37.553,-118.816,3.36
1980/05/27,37.541,-118.724,3.17
1980/05/27,37.558,-118.559,3.06
1980/05/27,37.511,-118.724,3.06
1980/05/27,37.616,-118.579,3.03
1980/05/27,37.516,-118.650,3.11
1980/05/27,37.484,-118.895,3.20
1980/05/27,37.557,-118.823,4.20
1980/05/27,37.569,-118.874,3.18
1980/05/27,37.587,-118.904,3.10
1980/05/27,37.633,-118.439,3.13
1980/05/27,37.568,-118.873,3.89
1980/05/27,37.556,-118.880,3.82
1980/05/28,37.520,-118.802,3.54
1980/05/28,37.596,-118.860,3.14
1980/05/28,37.701,-118.621,3.21
1980/05/28,37.568,-118.806,3.33
1980/05/28,37.545,-118.774,3.27
1980/05/28,37.521,-118.818,3.39
1980/05/28,37.661,-118.871,3.45
1980/05/28,37.592,-118.811,3.25
1980/05/28,37.635,-118.785,3.90
1980/05/28,37.566,-118.931,3.87
1980/05/28,37.539,-118.829,3.04
1980/05/28,37.651,-118.165,3.13
1980/05/28,37.594,-118.935,4.68
1980/05/28,37.693,-118.879,4.76
1980/05/28,37.605,-119.076,3.33
1980/05/28,37.654,-118.897,3.87
1980/05/28,37.627,-118.923,3.57
1980/05/28,37.611,-118.909,3.30
1980/05/28,37.630,-118.908,3.59
1980/05/28,37.620,-118.886,3.31
1980/05/28,37.616,-118.959,3.10
1980/05/28,37.518,-118.802,3.12
1980/05/28,37.594,-119.145,3.10
1980/05/28,37.542,-118.835,3.16
1980/05/28,37.477,-118.862,3.55
1980/05/28,37.491,-118.843,4.20
1980/05/28,37.577,-118.844,3.30
1980/05/28,37.555,-118.830,3.62
1980/05/28,37.514,-118.849,3.77
1980/05/28,37.647,-118.609,3.16
1980/05/28,37.576,-118.904,3.26
1980/05/28,37.495,-118.834,3.37
1980/05/28,37.554,-118.924,3.21
1980/05/28,37.549,-118.918,3.16
1980/05/28,37.494,-118.907,3.04
1980/05/28,37.553,-118.792,3.01
1980/05/28,37.603,-118.910,3.58
1980/05/28,37.587,-118.910,3.47
1980/05/28,37.611,-118.664,3.57
1980/05/28,37.704,-118.686,3.30
1980/05/28,37.605,-118.706,3.12
1980/05/28,37.604,-118.958,3.21
1980/05/29,37.767,-118.568,3.27
1980/05/29,30.000,-114.000,4.23
1980/05/29,37.519,-118.849,3.33
1980/05/29,37.487,-118.859,3.20
1980/05/29,37.565,-118.865,3.13
1980/05/29,37.535,-118.895,3.56
1980/05/29,37.553,-118.880,3.62
1980/05/29,37.532,-118.827,3.58
1980/05/29,37.569,-118.748,3.43
1980/05/29,37.606,-118.905,3.34
1980/05/29,37.576,-118.850,3.16
1980/05/29,37.628,-118.897,3.28
1980/05/29,37.688,-118.747,3.31
1980/05/29,37.586,-118.954,3.08
1980/05/29,37.584,-118.739,3.46
1980/05/29,37.755,-118.886,3.43
1980/05/29,37.605,-118.939,3.09
1980/05/29,37.515,-118.903,3.55
1980/05/29,37.516,-118.878,4.06
1980/05/29,37.582,-118.851,3.01
1980/05/29,37.667,-118.704,3.26
1980/05/29,37.653,-118.599,3.06
1980/05/29,37.577,-118.748,3.45
1980/05/29,37.617,-118.664,3.53
1980/05/29,37.394,-118.850,3.07
1980/05/30,37.714,-118.536,3.03
1980/05/30,37.571,-118.821,3.04
1980/05/30,37.470,-118.878,3.16
1980/05/30,37.544,-118.938,3.33
1980/05/30,37.685,-118.866,3.23
1980/05/30,37.538,-118.809,3.45
1980/05/30,37.630,-118.804,3.13
1980/05/30,37.513,-119.115,3.06
1980/05/30,37.533,-118.852,3.51
1980/05/30,37.546,-118.866,3.81
1980/05/30,37.661,-118.848,3.08
1980/05/30,37.777,-118.718,3.40
1980/05/30,37.622,-118.900,3.94
1980/05/30,37.530,-118.829,3.67
1980/05/30,37.516,-118.850,3.03
1980/05/30,37.581,-118.907,3.85
1980/05/30,37.516,-118.875,3.06
1980/05/30,37.629,-118.797,3.27
1980/05/31,37.584,-118.927,3.00
1980/05/31,37.510,-118.784,4.41
1980/05/31,37.621,-118.850,4.09
1980/05/31,37.565,-118.852,4.04
1980/05/31,37.581,-118.866,3.27
1980/05/31,37.627,-118.833,3.41
1980/05/31,36.663,-121.893,3.61
1980/05/31,37.743,-118.671,3.25
1980/05/31,37.611,-118.944,3.18
1980/05/31,37.914,-118.987,3.69
1980/05/31,37.589,-118.783,3.35
1980/05/31,37.555,-118.817,4.95
1980/05/31,37.589,-118.816,3.96
1980/05/31,37.726,-118.593,3.95
1980/05/31,37.681,-118.790,3.45
1980/05/31,37.770,-118.328,3.14
1980/05/31,37.542,-117.731,3.01
1980/05/31,37.720,-118.542,3.15
1980/05/31,37.644,-118.976,3.18
1980/05/31,37.686,-117.407,3.06
1980/05/31,37.641,-118.981,3.33
1980/05/31,37.618,-118.962,3.30
1980/05/31,37.599,-118.808,3.15
1980/05/31,37.663,-118.837,3.95
1980/05/31,37.534,-118.905,3.04
1980/06/01,37.622,-118.945,3.41
1980/06/01,37.539,-118.873,3.40
1980/06/01,37.541,-118.920,3.06
1980/06/01,37.529,-118.812,3.11
1980/06/01,37.566,-118.833,4.39
1980/06/01,37.507,-118.889,3.47
1980/06/01,37.603,-118.942,3.29
1980/06/01,37.632,-118.795,3.39
1980/06/01,37.666,-118.854,3.33
1980/06/01,37.686,-118.555,3.32
1980/06/01,37.632,-118.780,3.89
1980/06/01,37.825,-118.701,3.43
1980/06/01,37.679,-118.707,3.86
1980/06/01,37.493,-118.847,3.42
1980/06/02,37.745,-118.784,3.02
1980/06/02,37.584,-118.874,3.64
1980/06/02,37.631,-118.949,4.09
1980/06/02,37.563,-118.898,3.06
1980/06/02,37.603,-118.936,3.01
1980/06/02,37.449,-119.184,3.85
1980/06/02,37.935,-118.470,3.01
1980/06/03,37.600,-118.750,3.47
1980/06/03,37.851,-118.620,3.46
1980/06/04,37.764,-118.811,3.34
1980/06/04,37.435,-119.014,3.04
1980/06/04,37.459,-118.893,3.46
1980/06/04,37.625,-117.532,3.21
1980/06/04,37.803,-118.744,3.15
1980/06/04,37.526,-118.914,3.45
1980/06/04,37.704,-118.947,3.31
1980/06/05,37.625,-118.674,3.27
1980/06/05,37.746,-117.906,3.19
1980/06/05,37.703,-118.151,4.01
1980/06/05,37.647,-118.802,3.14
1980/06/05,37.681,-118.451,3.05
1980/06/06,37.590,-118.826,3.13
1980/06/06,37.539,-118.887,3.13
1980/06/06,37.606,-118.892,3.14
1980/06/06,37.474,-118.816,3.78
1980/06/07,37.633,-118.929,3.02
1980/06/07,37.915,-117.993,4.25
1980/06/07,37.584,-118.756,3.29
1980/06/07,37.743,-118.671,3.07
1980/06/07,37.638,-118.941,3.35
1980/06/07,37.606,-118.942,3.42
1980/06/07,37.523,-118.856,3.47
1980/06/07,38.072,-119.233,3.81
1980/06/07,37.723,-117.902,3.14
1980/06/07,37.526,-119.018,3.25
1980/06/07,37.816,-118.839,4.35
1980/06/08,37.745,-118.641,3.83
1980/06/08,37.798,-118.585,3.18
1980/06/08,37.620,-118.926,3.01
1980/06/08,37.533,-119.054,3.46
1980/06/08,37.544,-118.813,4.20
1980/06/09,37.608,-118.707,3.26
1980/06/10,36.562,-120.744,3.10
1980/06/10,37.647,-118.541,3.07
1980/06/10,37.645,-118.798,3.55
1980/06/10,37.780,-118.637,3.36
1980/06/10,37.594,-118.748,3.45
1980/06/11,37.616,-118.901,3.40
1980/06/11,37.857,-118.745,3.19
1980/06/11,37.572,-118.897,4.86
1980/06/11,37.659,-118.503,3.65
1980/06/11,37.619,-118.898,3.64
1980/06/11,37.572,-118.947,3.29
1980/06/11,36.506,-121.325,3.35
1980/06/11,37.797,-118.848,3.16
1980/06/11,37.718,-118.662,3.35
1980/06/11,37.736,-118.536,3.20
1980/06/11,37.699,-118.857,3.84
1980/06/11,37.588,-118.749,3.35
1980/06/12,37.561,-118.923,3.37
1980/06/12,37.624,-118.926,3.34
1980/06/13,37.646,-118.972,3.19
1980/06/13,37.867,-118.867,3.28
1980/06/13,37.688,-118.576,3.37
1980/06/13,37.745,-118.651,4.02
1980/06/13,37.739,-118.453,3.30
1980/06/13,37.464,-118.908,3.13
1980/06/13,37.537,-118.812,4.03
1980/06/14,37.475,-118.896,3.02
1980/06/14,37.574,-118.915,3.51
1980/06/14,37.626,-118.918,3.33
1980/06/14,37.513,-118.823,3.73
1980/06/14,37.621,-118.903,3.20
1980/06/14,37.602,-118.962,3.13
1980/06/15,37.783,-117.833,3.51
1980/06/16,37.831,-118.827,3.69
1980/06/16,37.607,-118.788,3.19
1980/06/16,37.669,-118.577,3.03
1980/06/17,37.522,-118.918,3.17
1980/06/17,37.758,-118.847,3.53
1980/06/17,37.640,-118.627,3.60
1980/06/18,36.862,-121.601,3.56
1980/06/18,37.503,-118.875,3.40
1980/06/18,37.461,-118.882,3.29
1980/06/19,37.527,-118.891,3.22
1980/06/19,37.561,-118.931,3.07
1980/06/19,37.553,-118.927,3.20
1980/06/19,37.580,-118.872,3.53
1980/06/19,37.554,-118.869,3.10
1980/06/19,37.624,-118.939,3.61
1980/06/20,37.487,-118.895,3.16
1980/06/20,37.536,-118.919,3.86
1980/06/21,37.615,-118.880,3.49
1980/06/22,37.512,-118.894,3.18
1980/06/22,37.541,-118.913,3.45
1980/06/23,37.583,-118.869,3.75
1980/06/23,37.564,-118.864,3.76
1980/06/23,37.589,-118.840,3.23
1980/06/24,37.562,-118.857,3.04
1980/06/25,37.598,-118.854,3.21
1980/06/26,37.685,-118.792,3.09
1980/06/27,37.574,-118.876,3.61
1980/06/27,37.486,-118.879,3.34
1980/06/28,37.568,-118.861,3.63
1980/06/28,37.291,-122.299,3.10
1980/06/28,37.603,-118.844,3.53
1980/06/28,37.620,-118.891,3.10
1980/06/29,37.544,-118.870,3.06
1980/06/29,38.047,-118.729,3.06
1980/06/29,38.093,-118.649,4.70
1980/06/29,37.974,-118.785,3.08
1980/06/29,37.592,-118.866,3.28
1980/06/29,38.012,-118.719,3.19
1980/06/29,38.047,-118.701,3.29
1980/06/29,38.059,-118.680,3.61
1980/06/29,38.031,-118.702,3.05
1980/06/30,37.606,-118.940,3.58
1980/06/30,37.484,-118.831,3.60
1980/06/30,37.675,-118.850,3.52
1980/06/30,37.990,-118.747,3.74
1980/07/01,37.571,-118.874,3.59
1980/07/01,37.615,-118.910,3.32
1980/07/01,37.602,-118.942,3.65
1980/07/02,37.620,-118.979,3.07
1980/07/02,37.585,-118.832,3.82
1980/07/02,37.788,-118.917,3.24
1980/07/03,37.629,-119.040,3.14
1980/07/03,37.636,-118.941,3.46
1980/07/03,37.548,-119.088,4.19
1980/07/03,37.617,-118.974,3.60
1980/07/03,37.621,-118.966,4.20
1980/07/03,37.757,-118.472,3.50
1980/07/03,37.538,-118.883,3.15
1980/07/03,37.494,-118.916,3.22
1980/07/03,37.607,-118.996,3.29
1980/07/03,37.620,-118.971,3.64
1980/07/03,37.640,-118.968,3.62
1980/07/04,37.611,-119.132,3.32
1980/07/04,37.621,-118.953,3.07
1980/07/04,37.603,-118.808,3.46
1980/07/05,36.071,-120.871,3.53
1980/07/05,37.592,-118.849,4.34
1980/07/05,37.587,-118.846,3.41
1980/07/05,37.573,-118.846,3.00
1980/07/05,37.584,-118.841,3.10
1980/07/05,37.594,-118.864,3.18
1980/07/05,37.373,-118.179,3.30
1980/07/05,37.595,-118.849,3.13
1980/07/05,37.462,-118.894,3.25
1980/07/06,37.548,-118.911,3.15
1980/07/06,38.377,-118.304,3.05
1980/07/07,37.909,-118.771,3.26
1980/07/07,38.008,-118.808,3.65
1980/07/07,37.614,-118.969,3.46
1980/07/07,37.618,-119.114,3.12
1980/07/07,37.650,-118.910,3.27
1980/07/07,37.628,-118.963,3.19
1980/07/07,37.989,-118.820,3.74
1980/07/07,38.006,-118.756,3.75
1980/07/08,37.508,-118.991,3.05
1980/07/09,37.471,-118.939,3.01
1980/07/09,37.451,-118.831,3.20
1980/07/10,37.625,-118.517,3.47
1980/07/11,37.556,-118.816,3.33
1980/07/12,30.961,-115.162,3.10
1980/07/13,37.489,-118.826,3.43
1980/07/14,36.497,-120.516,3.20
1980/07/15,37.563,-118.847,3.60
1980/07/15,37.598,-118.950,3.16
1980/07/16,37.551,-118.834,3.16
1980/07/16,37.516,-118.882,3.21
1980/07/16,37.608,-118.959,3.36
1980/07/17,37.582,-118.798,3.00
1980/07/18,37.641,-119.039,3.05
1980/07/18,37.547,-118.937,3.47
1980/07/19,37.564,-118.952,3.02
1980/07/19,36.081,-120.013,3.14
1980/07/20,37.531,-118.889,3.23
1980/07/20,37.609,-118.891,3.29
1980/07/21,37.564,-118.905,3.09
1980/07/25,36.668,-121.539,3.00
1980/07/25,37.568,-118.915,3.94
1980/07/26,37.547,-118.851,3.45
1980/07/26,37.611,-118.886,3.57
1980/07/26,35.921,-121.296,3.43
1980/07/26,37.626,-118.934,3.50
1980/07/27,31.048,-113.428,3.27
1980/07/27,37.495,-118.761,3.47
1980/07/29,37.558,-118.810,3.02
1980/07/29,37.530,-118.990,3.59
1980/07/29,37.559,-118.874,3.26
1980/07/29,37.563,-119.047,3.09
1980/07/31,37.759,-117.769,3.36
1980/08/01,37.606,-118.896,5.34
1980/08/01,37.745,-118.584,3.84
1980/08/01,37.700,-118.500,3.93
1980/08/01,37.684,-118.676,4.38
1980/08/01,37.700,-118.750,3.00
1980/08/01,37.591,-118.741,3.59
1980/08/01,37.812,-118.713,3.50
1980/08/01,37.680,-118.700,3.00
1980/08/01,37.541,-118.880,3.98
1980/08/01,37.865,-118.155,3.00
1980/08/01,37.502,-118.888,3.54
1980/08/01,37.611,-118.699,3.49
1980/08/01,37.551,-118.872,3.60
1980/08/01,37.752,-118.909,3.34
1980/08/01,37.632,-118.861,3.50
1980/08/02,37.456,-118.748,3.40
1980/08/02,37.459,-118.930,3.75
1980/08/02,37.731,-118.743,3.17
1980/08/03,37.684,-118.843,3.04
1980/08/03,37.553,-119.012,3.42
1980/08/03,37.623,-118.967,3.59
1980/08/03,37.630,-118.764,3.61
1980/08/03,37.472,-118.857,3.02
1980/08/03,37.752,-118.948,3.08
1980/08/03,30.587,-116.287,3.23
1980/08/03,37.786,-118.875,3.41
1980/08/04,37.521,-118.923,3.11
1980/08/06,37.806,-118.958,3.52
1980/08/06,37.603,-118.822,3.50
1980/08/07,37.846,-118.996,3.30
1980/08/08,30.544,-116.362,3.43
1980/08/08,37.635,-118.915,3.51
1980/08/08,37.436,-118.951,3.28
1980/08/08,37.605,-118.812,3.17
1980/08/08,37.751,-118.592,3.49
1980/08/09,37.653,-118.581,3.43
1980/08/09,37.546,-118.806,3.66
1980/08/10,37.625,-118.860,3.72
1980/08/11,37.599,-118.860,3.28
1980/08/11,37.776,-119.025,3.32
1980/08/11,37.676,-118.640,3.30
1980/08/14,30.494,-116.965,3.30
1980/08/14,37.565,-118.930,3.82
1980/08/15,37.488,-118.788,3.05
1980/08/16,37.538,-118.844,3.58
1980/08/19,37.717,-118.863,4.31
1980/08/20,37.702,-118.760,3.71
1980/08/21,39.000,-122.000,3.26
1980/08/23,37.641,-118.757,3.25
1980/08/24,37.677,-121.844,4.18
1980/08/24,37.625,-118.832,3.29
1980/08/29,37.658,-118.824,3.22
1980/08/30,37.734,-117.852,3.70
1980/09/04,37.690,-118.684,3.27
1980/09/04,38.300,-118.321,4.59
1980/09/04,38.500,-118.500,3.14
1980/09/04,38.178,-118.498,4.70
1980/09/04,38.416,-117.934,3.10
1980/09/05,30.372,-115.059,3.46
1980/09/05,38.355,-117.987,3.07
1980/09/05,38.233,-118.257,3.53
1980/09/05,38.250,-118.250,3.15
1980/09/06,38.445,-117.863,4.11
1980/09/06,38.309,-117.990,4.57
1980/09/06,38.340,-118.048,3.11
1980/09/07,38.147,-118.467,5.01
1980/09/07,38.138,-118.391,5.52
1980/09/07,38.167,-118.367,3.30
1980/09/07,38.098,-118.139,3.03
1980/09/07,38.540,-117.866,3.16
1980/09/07,38.135,-118.134,4.97
1980/09/07,37.987,-118.550,5.07
1980/09/07,38.138,-117.584,3.08
1980/09/07,38.136,-117.546,3.01
1980/09/07,38.096,-118.144,3.52
1980/09/07,38.205,-118.222,3.24
1980/09/07,38.165,-118.524,3.78
1980/09/07,37.648,-118.631,3.06
1980/09/07,38.117,-118.252,3.47
1980/09/07,38.137,-118.031,3.72
1980/09/07,38.231,-118.406,3.50
1980/09/07,38.102,-118.704,3.28
1980/09/07,38.258,-117.737,3.27
1980/09/07,38.224,-117.982,3.06
1980/09/08,38.286,-117.704,3.14
1980/09/08,38.173,-118.499,4.33
1980/09/08,35.638,-121.606,3.83
1980/09/08,38.195,-118.349,3.58
1980/09/08,38.170,-118.008,3.07
1980/09/08,38.554,-118.130,3.16
1980/09/09,38.141,-117.978,3.04
1980/09/09,36.483,-121.160,3.38
1980/09/10,38.350,-117.986,3.02
1980/09/11,38.442,-118.020,3.57
1980/09/11,38.203,-118.544,3.14
1980/09/14,37.736,-118.931,3.56
1980/09/15,38.269,-118.550,3.56
1980/09/15,38.267,-118.502,3.21
1980/09/16,38.219,-118.475,3.05
1980/09/16,38.297,-118.256,3.40
1980/09/16,38.072,-118.529,4.36
1980/09/16,37.797,-118.880,3.29
1980/09/17,37.603,-118.943,3.51
1980/09/17,38.117,-118.164,3.12
1980/09/17,38.150,-118.451,3.22
1980/09/18,38.162,-117.901,3.13
1980/09/18,31.299,-113.893,3.53
1980/09/18,38.144,-117.946,3.08
1980/09/19,38.157,-118.572,3.03
1980/09/19,38.150,-118.131,3.24
1980/09/20,38.489,-118.507,3.45
1980/09/21,38.132,-118.050,3.57
1980/09/21,37.636,-118.891,3.21
1980/09/23,36.183,-120.166,3.44
1980/09/24,36.185,-120.176,4.32
1980/09/24,36.159,-120.151,3.21
1980/09/24,36.147,-120.150,3.16
1980/09/25,37.734,-118.825,3.18
1980/09/26,37.725,-118.778,3.24
1980/09/27,37.688,-118.908,4.18
1980/09/27,37.561,-118.931,3.40
1980/09/28,37.607,-118.928,3.43
1980/09/28,37.589,-118.928,3.00
1980/10/04,37.548,-118.819,4.10
1980/10/04,37.662,-118.786,3.81
1980/10/05,37.662,-118.843,3.44
1980/10/05,37.718,-118.802,3.13
1980/10/08,30.183,-116.212,3.00
1980/10/09,37.628,-118.771,3.41
1980/10/10,37.834,-118.227,3.04
1980/10/10,37.748,-119.012,3.15
1980/10/12,37.818,-118.963,3.44
1980/10/12,37.567,-118.847,3.46
1980/10/13,36.628,-121.470,3.98
1980/10/13,36.677,-121.370,3.53
1980/10/14,37.535,-118.826,3.24
1980/10/18,37.734,-118.786,4.10
1980/10/19,37.990,-118.706,3.14
1980/10/21,37.768,-118.656,3.05
1980/10/21,36.197,-120.177,3.46
1980/10/21,38.300,-117.992,3.28
1980/10/23,37.487,-118.640,3.80
1980/10/24,37.790,-118.812,3.37
1980/10/25,38.481,-116.202,3.91
1980/10/25,37.807,-118.588,4.61
1980/10/25,37.770,-118.585,3.86
1980/10/25,37.696,-118.710,3.62
1980/10/30,37.638,-118.752,4.18
1980/10/30,36.181,-120.124,3.03
1980/10/30,32.295,-112.463,3.38
1980/11/03,37.746,-118.430,3.21
1980/11/07,38.332,-117.323,3.33
1980/11/09,37.618,-118.874,3.02
1980/11/11,37.512,-118.891,3.75
1980/11/11,38.056,-118.662,4.38
1980/11/11,38.237,-118.151,3.77
1980/11/17,38.035,-118.037,3.33
1980/11/18,37.682,-118.743,3.08
1980/11/21,37.595,-118.861,3.75
1980/11/22,37.713,-118.859,3.89
1980/11/24,37.943,-119.018,3.35
1980/11/25,37.700,-118.958,3.83
1980/11/25,37.599,-119.023,3.20
1980/11/25,37.903,-118.726,3.55
1980/11/25,37.618,-118.973,3.20
1980/11/25,37.689,-118.927,3.29
1980/11/25,37.698,-118.973,3.35
1980/11/25,37.613,-118.780,3.11
1980/12/05,37.698,-118.846,3.91
1980/12/14,37.640,-118.867,3.60
1980/12/14,37.573,-118.903,3.52
1980/12/15,37.652,-118.879,3.77
1980/12/15,37.742,-118.928,3.34
1980/12/19,38.644,-118.306,3.80
1980/12/24,36.972,-121.528,3.67
1980/12/24,37.705,-118.882,3.72
1980/12/24,37.686,-118.862,3.40
1980/12/24,37.520,-118.902,4.45
1980/12/26,37.541,-118.601,3.06
1980/12/26,37.602,-118.906,3.08
1980/12/28,37.882,-118.867,3.51
1980/12/28,38.288,-118.243,4.75
1980/12/28,38.096,-118.478,3.76
1980/12/28,38.295,-118.564,3.65
1980/12/29,38.240,-118.497,3.00
1980/12/29,38.126,-118.017,3.28
1980/12/29,38.500,-118.500,3.07
1980/12/29,38.806,-118.084,3.22
1980/12/29,37.386,-118.692,3.08
1980/12/31,38.234,-118.061,3.14
1980/12/31,37.614,-118.857,3.11
1981/01/01,38.051,-118.418,3.71
1981/01/07,37.000,-122.000,4.24
1981/01/10,37.687,-118.833,3.09
1981/01/11,36.095,-120.656,3.49
1981/01/11,38.167,-118.373,3.24
1981/01/12,38.344,-118.565,3.04
1981/01/15,38.304,-118.471,3.11
1981/01/15,37.011,-121.294,4.79
1981/01/16,37.604,-118.891,3.11
1981/01/17,35.956,-120.584,3.30
1981/01/24,38.265,-118.374,3.04
1981/01/28,38.272,-118.316,4.52
1981/01/31,36.095,-120.171,3.62
1981/01/31,36.130,-120.151,3.27
1981/01/31,37.285,-121.887,3.77
1981/02/02,37.455,-118.601,3.44
1981/02/06,37.571,-118.815,3.16
1981/02/06,37.560,-118.787,3.10
1981/02/10,36.199,-120.240,3.01
1981/02/11,36.183,-120.252,3.44
1981/02/11,35.950,-120.289,3.40
1981/02/13,37.595,-118.899,3.09
1981/02/15,30.644,-113.937,3.02
1981/02/23,36.208,-120.743,3.36
1981/02/24,36.848,-121.671,3.22
1981/02/24,37.043,-121.987,3.10
1981/02/24,36.882,-121.907,3.50
1981/02/28,37.644,-118.875,3.10
1981/03/05,37.540,-118.885,3.93
1981/03/05,38.414,-118.766,3.00
1981/03/05,37.639,-118.920,3.59
1981/03/10,39.332,-117.960,3.58
1981/03/10,37.344,-118.370,3.38
1981/03/12,35.913,-114.716,3.04
1981/03/16,37.720,-118.864,3.49
1981/03/18,30.762,-113.810,3.14
1981/03/21,37.637,-118.863,3.22
1981/03/22,30.609,-116.108,3.00
1981/03/23,38.207,-118.318,3.47
1981/03/24,37.526,-118.777,3.36
1981/03/25,37.577,-118.889,3.07
1981/03/25,37.560,-118.892,3.72
1981/03/30,37.596,-117.803,3.16
1981/04/11,38.103,-118.568,3.36
1981/04/11,38.022,-121.618,3.36
1981/04/13,37.732,-118.877,3.15
1981/04/13,37.549,-118.891,3.19
1981/04/18,38.069,-118.584,3.38
1981/04/20,37.512,-118.878,3.03
1981/04/24,37.439,-118.742,3.00
1981/04/25,37.709,-118.954,3.72
1981/04/28,38.131,-118.574,4.28
1981/05/01,38.386,-118.127,3.16
1981/05/03,37.578,-118.827,3.12
1981/05/07,37.938,-118.516,4.45
1981/05/07,37.958,-118.531,3.63
1981/05/09,37.642,-118.936,3.02
1981/05/13,37.576,-118.834,3.01
1981/05/18,37.218,-117.905,3.23
1981/05/20,36.980,-120.990,3.80
1981/05/20,37.037,-120.932,3.10
1981/06/01,37.669,-118.973,3.03
1981/06/06,37.556,-118.905,3.06
1981/06/08,36.798,-121.683,4.14
1981/06/11,37.945,-118.265,3.00
1981/06/12,37.599,-118.870,3.01
1981/06/13,36.201,-120.192,3.02
1981/06/22,37.666,-118.907,3.26
1981/06/22,38.518,-118.340,3.10
1981/06/23,37.599,-118.929,3.07
1981/06/25,36.525,-120.629,3.08
1981/06/26,36.643,-121.250,3.16
1981/06/26,37.540,-118.883,3.00
1981/06/28,37.681,-118.873,3.18
1981/06/30,37.670,-118.874,3.32
1981/06/30,37.599,-118.913,3.28
1981/06/30,37.599,-118.897,3.41
1981/06/30,37.601,-118.891,3.10
1981/07/01,37.677,-118.944,3.00
1981/07/01,37.640,-118.886,3.04
1981/07/02,37.673,-118.998,3.09
1981/07/02,37.651,-118.887,3.12
1981/07/02,37.654,-118.900,3.02
